airline,flight_number,departure_city,destination_city,departure_time,arrival_time,duration
EasyJet,U2 355,"Milan, Italy","Vienna, Austria",07:00,10:30,3h 30m
KLM,KL 399,"Milan, Italy","Vienna, Austria",17:45,21:15,3h 30m
KLM,KL 727,"Milan, Italy","Vienna, Austria",15:15,18:45,3h 30m
British Airways,BA 374,"Milan, Italy","Vienna, Austria",06:00,09:30,3h 30m
EasyJet,U2 680,"Milan, Italy","Prague, Czech Republic",22:00,01:00,3h 0m
EasyJet,U2 565,"Milan, Italy","Prague, Czech Republic",08:15,11:15,3h 0m
KLM,KL 458,"Milan, Italy","Prague, Czech Republic",13:15,16:15,3h 0m
British Airways,BA 325,"Milan, Italy","Prague, Czech Republic",14:45,17:45,3h 0m
Ryanair,FR 740,"Barcelona, Spain","London, UK",17:15,18:45,1h 30m
Ryanair,FR 736,"Barcelona, Spain","London, UK",18:15,19:45,1h 30m
Ryanair,FR 691,"Barcelona, Spain","London, UK",16:30,18:00,1h 30m
EasyJet,U2 628,"Barcelona, Spain","London, UK",21:30,23:00,1h 30m
British Airways,BA 294,"Barcelona, Spain","Edinburgh, UK",13:30,15:30,2h 0m
EasyJet,U2 767,"Barcelona, Spain","Edinburgh, UK",08:45,10:45,2h 0m
KLM,KL 821,"Barcelona, Spain","Edinburgh, UK",10:00,12:00,2h 0m
EasyJet,U2 752,"Barcelona, Spain","Edinburgh, UK",10:00,12:00,2h 0m
Ryanair,FR 726,"Barcelona, Spain","Dublin, Ireland",16:30,18:30,2h 0m
EasyJet,U2 544,"Barcelona, Spain","Dublin, Ireland",18:30,20:30,2h 0m
KLM,KL 656,"Barcelona, Spain","Dublin, Ireland",11:15,13:15,2h 0m
British Airways,BA 416,"Barcelona, Spain","Dublin, Ireland",16:15,18:15,2h 0m
British Airways,BA 553,"Barcelona, Spain","Brussels, Belgium",13:45,15:45,2h 0m
British Airways,BA 993,"Barcelona, Spain","Brussels, Belgium",06:45,08:45,2h 0m
EasyJet,U2 799,"Barcelona, Spain","Brussels, Belgium",06:15,08:15,2h 0m
KLM,KL 288,"Barcelona, Spain","Brussels, Belgium",14:00,16:00,2h 0m
Lufthansa,LH 588,"Barcelona, Spain","Bruges, Belgium",08:30,10:30,2h 0m
Lufthansa,LH 712,"Barcelona, Spain","Bruges, Belgium",20:45,22:45,2h 0m
Lufthansa,LH 824,"Barcelona, Spain","Bruges, Belgium",12:45,14:45,2h 0m
KLM,KL 102,"Barcelona, Spain","Bruges, Belgium",19:45,21:45,2h 0m
Ryanair,FR 660,"Barcelona, Spain","Amsterdam, Netherlands",20:00,22:00,2h 0m
KLM,KL 626,"Barcelona, Spain","Amsterdam, Netherlands",15:15,17:15,2h 0m
British Airways,BA 209,"Barcelona, Spain","Amsterdam, Netherlands",14:45,16:45,2h 0m
Ryanair,FR 830,"Barcelona, Spain","Amsterdam, Netherlands",06:15,08:15,2h 0m
EasyJet,U2 748,"Barcelona, Spain","Rome, Italy",13:30,15:00,1h 30m
Lufthansa,LH 218,"Barcelona, Spain","Rome, Italy",20:15,21:45,1h 30m
Lufthansa,LH 483,"Barcelona, Spain","Rome, Italy",16:15,17:45,1h 30m
Lufthansa,LH 957,"Barcelona, Spain","Rome, Italy",22:00,23:30,1h 30m
KLM,KL 867,"Barcelona, Spain","Florence, Italy",07:00,08:30,1h 30m
British Airways,BA 735,"Barcelona, Spain","Florence, Italy",20:15,21:45,1h 30m
Lufthansa,LH 996,"Barcelona, Spain","Florence, Italy",22:00,23:30,1h 30m
Ryanair,FR 619,"Barcelona, Spain","Florence, Italy",08:45,10:15,1h 30m
Ryanair,FR 803,"Barcelona, Spain","Venice, Italy",06:00,07:30,1h 30m
Ryanair,FR 657,"Barcelona, Spain","Venice, Italy",15:15,16:45,1h 30m
British Airways,BA 626,"Barcelona, Spain","Venice, Italy",13:30,15:00,1h 30m
KLM,KL 207,"Barcelona, Spain","Venice, Italy",10:30,12:00,1h 30m
British Airways,BA 827,"Barcelona, Spain","Milan, Italy",21:30,22:30,1h 0m
British Airways,BA 806,"Barcelona, Spain","Milan, Italy",18:30,19:30,1h 0m
Lufthansa,LH 526,"Barcelona, Spain","Milan, Italy",07:00,08:00,1h 0m
EasyJet,U2 100,"Barcelona, Spain","Milan, Italy",14:45,15:45,1h 0m
EasyJet,U2 378,"Barcelona, Spain","Madrid, Spain",16:45,17:45,1h 0m
Ryanair,FR 764,"Barcelona, Spain","Madrid, Spain",09:45,10:45,1h 0m
EasyJet,U2 213,"Barcelona, Spain","Madrid, Spain",20:15,21:15,1h 0m
EasyJet,U2 713,"Barcelona, Spain","Madrid, Spain",18:00,19:00,1h 0m
Lufthansa,LH 589,"Barcelona, Spain","Lisbon, Portugal",11:00,12:30,1h 30m
KLM,KL 475,"Barcelona, Spain","Lisbon, Portugal",06:00,07:30,1h 30m
KLM,KL 183,"Barcelona, Spain","Lisbon, Portugal",13:00,14:30,1h 30m
Ryanair,FR 429,"Barcelona, Spain","Lisbon, Portugal",11:30,13:00,1h 30m
Lufthansa,LH 140,"Barcelona, Spain","Zurich, Switzerland",12:15,13:15,1h 0m
British Airways,BA 876,"Barcelona, Spain","Zurich, Switzerland",19:30,20:30,1h 0m
British Airways,BA 988,"Barcelona, Spain","Zurich, Switzerland",22:00,23:00,1h 0m
Lufthansa,LH 790,"Barcelona, Spain","Zurich, Switzerland",13:00,14:00,1h 0m
British Airways,BA 484,"Barcelona, Spain","Berlin, Germany",21:15,23:15,2h 0m
Lufthansa,LH 986,"Barcelona, Spain","Berlin, Germany",07:00,09:00,2h 0m
EasyJet,U2 776,"Barcelona, Spain","Berlin, Germany",15:30,17:30,2h 0m
Ryanair,FR 442,"Barcelona, Spain","Berlin, Germany",20:00,22:00,2h 0m
EasyJet,U2 169,"Barcelona, Spain","Munich, Germany",14:30,16:30,2h 0m
Lufthansa,LH 769,"Barcelona, Spain","Munich, Germany",10:00,12:00,2h 0m
KLM,KL 819,"Barcelona, Spain","Munich, Germany",14:30,16:30,2h 0m
EasyJet,U2 869,"Barcelona, Spain","Munich, Germany",13:00,15:00,2h 0m
Ryanair,FR 448,"Barcelona, Spain","Paris, France",22:00,00:00,2h 0m
British Airways,BA 719,"Barcelona, Spain","Paris, France",16:00,18:00,2h 0m
KLM,KL 471,"Barcelona, Spain","Paris, France",15:30,17:30,2h 0m
British Airways,BA 539,"Barcelona, Spain","Paris, France",18:15,20:15,2h 0m
British Airways,BA 600,"Barcelona, Spain","Istanbul, Turkey",22:15,02:15,4h 0m
KLM,KL 247,"Barcelona, Spain","Istanbul, Turkey",21:45,01:45,4h 0m
KLM,KL 293,"Barcelona, Spain","Istanbul, Turkey",14:15,18:15,4h 0m
Lufthansa,LH 767,"Barcelona, Spain","Istanbul, Turkey",21:00,01:00,4h 0m
British Airways,BA 115,"Barcelona, Spain","Athens, Greece",14:15,17:45,3h 30m
Lufthansa,LH 316,"Barcelona, Spain","Athens, Greece",16:00,19:30,3h 30m
Ryanair,FR 876,"Barcelona, Spain","Athens, Greece",20:00,23:30,3h 30m
EasyJet,U2 562,"Barcelona, Spain","Athens, Greece",13:15,16:45,3h 30m
KLM,KL 876,"Barcelona, Spain","Oslo, Norway",19:30,23:00,3h 30m
KLM,KL 200,"Barcelona, Spain","Oslo, Norway",20:15,23:45,3h 30m
Lufthansa,LH 743,"Barcelona, Spain","Oslo, Norway",07:45,11:15,3h 30m
British Airways,BA 459,"Barcelona, Spain","Oslo, Norway",15:15,18:45,3h 30m
EasyJet,U2 195,"Barcelona, Spain","Copenhagen, Denmark",14:15,18:15,4h 0m
Ryanair,FR 444,"Barcelona, Spain","Copenhagen, Denmark",11:00,15:00,4h 0m
Lufthansa,LH 688,"Barcelona, Spain","Copenhagen, Denmark",17:30,21:30,4h 0m
British Airways,BA 574,"Barcelona, Spain","Copenhagen, Denmark",12:45,16:45,4h 0m
British Airways,BA 478,"Barcelona, Spain","Budapest, Hungary",21:15,01:15,4h 0m
EasyJet,U2 445,"Barcelona, Spain","Budapest, Hungary",09:30,13:30,4h 0m
British Airways,BA 913,"Barcelona, Spain","Budapest, Hungary",18:45,22:45,4h 0m
Lufthansa,LH 429,"Barcelona, Spain","Budapest, Hungary",17:30,21:30,4h 0m
Ryanair,FR 799,"Barcelona, Spain","Krakow, Poland",15:30,19:30,4h 0m
Lufthansa,LH 171,"Barcelona, Spain","Krakow, Poland",11:15,15:15,4h 0m
EasyJet,U2 204,"Barcelona, Spain","Krakow, Poland",09:30,13:30,4h 0m
British Airways,BA 339,"Barcelona, Spain","Krakow, Poland",19:15,23:15,4h 0m
Ryanair,FR 388,"Barcelona, Spain","Vienna, Austria",07:15,11:15,4h 0m
Lufthansa,LH 207,"Barcelona, Spain","Vienna, Austria",10:00,14:00,4h 0m
Ryanair,FR 995,"Barcelona, Spain","Vienna, Austria",08:15,12:15,4h 0m
Lufthansa,LH 327,"Barcelona, Spain","Vienna, Austria",22:45,02:45,4h 0m
British Airways,BA 131,"Barcelona, Spain","Prague, Czech Republic",13:00,16:00,3h 0m
KLM,KL 947,"Barcelona, Spain","Prague, Czech Republic",08:30,11:30,3h 0m
Lufthansa,LH 410,"Barcelona, Spain","Prague, Czech Republic",17:15,20:15,3h 0m
EasyJet,U2 668,"Barcelona, Spain","Prague, Czech Republic",22:30,01:30,3h 0m
EasyJet,U2 401,"Madrid, Spain","London, UK",12:15,13:45,1h 30m
Lufthansa,LH 253,"Madrid, Spain","London, UK",11:00,12:30,1h 30m
EasyJet,U2 261,"Madrid, Spain","London, UK",15:00,16:30,1h 30m
Lufthansa,LH 289,"Madrid, Spain","London, UK",20:30,22:00,1h 30m
British Airways,BA 179,"Madrid, Spain","Edinburgh, UK",18:15,20:15,2h 0m
KLM,KL 235,"Madrid, Spain","Edinburgh, UK",20:45,22:45,2h 0m
Lufthansa,LH 291,"Madrid, Spain","Edinburgh, UK",22:30,00:30,2h 0m
British Airways,BA 950,"Madrid, Spain","Edinburgh, UK",16:00,18:00,2h 0m
Ryanair,FR 817,"Madrid, Spain","Dublin, Ireland",15:15,17:15,2h 0m
Lufthansa,LH 807,"Madrid, Spain","Dublin, Ireland",18:30,20:30,2h 0m
Ryanair,FR 356,"Madrid, Spain","Dublin, Ireland",14:30,16:30,2h 0m
Ryanair,FR 772,"Madrid, Spain","Dublin, Ireland",15:00,17:00,2h 0m
British Airways,BA 317,"Madrid, Spain","Brussels, Belgium",09:15,11:15,2h 0m
Ryanair,FR 585,"Madrid, Spain","Brussels, Belgium",13:45,15:45,2h 0m
Ryanair,FR 447,"Madrid, Spain","Brussels, Belgium",21:30,23:30,2h 0m
Lufthansa,LH 622,"Madrid, Spain","Brussels, Belgium",10:30,12:30,2h 0m
KLM,KL 279,"Madrid, Spain","Bruges, Belgium",16:45,18:45,2h 0m
British Airways,BA 333,"Madrid, Spain","Bruges, Belgium",14:00,16:00,2h 0m
EasyJet,U2 962,"Madrid, Spain","Bruges, Belgium",12:15,14:15,2h 0m
Ryanair,FR 564,"Madrid, Spain","Bruges, Belgium",07:00,09:00,2h 0m
EasyJet,U2 336,"Madrid, Spain","Amsterdam, Netherlands",21:00,23:00,2h 0m
KLM,KL 634,"Madrid, Spain","Amsterdam, Netherlands",16:30,18:30,2h 0m
Lufthansa,LH 252,"Madrid, Spain","Amsterdam, Netherlands",09:15,11:15,2h 0m
British Airways,BA 449,"Madrid, Spain","Amsterdam, Netherlands",12:30,14:30,2h 0m
EasyJet,U2 522,"Madrid, Spain","Rome, Italy",10:45,12:00,1h 15m
KLM,KL 625,"Madrid, Spain","Rome, Italy",15:45,17:00,1h 15m
KLM,KL 990,"Madrid, Spain","Rome, Italy",07:15,08:30,1h 15m
British Airways,BA 968,"Madrid, Spain","Rome, Italy",18:00,19:15,1h 15m
KLM,KL 728,"Madrid, Spain","Florence, Italy",20:45,22:00,1h 15m
Ryanair,FR 365,"Madrid, Spain","Florence, Italy",06:45,08:00,1h 15m
Ryanair,FR 193,"Madrid, Spain","Florence, Italy",08:45,10:00,1h 15m
KLM,KL 837,"Madrid, Spain","Florence, Italy",20:15,21:30,1h 15m
British Airways,BA 738,"Madrid, Spain","Venice, Italy",13:45,15:15,1h 30m
EasyJet,U2 634,"Madrid, Spain","Venice, Italy",15:00,16:30,1h 30m
EasyJet,U2 783,"Madrid, Spain","Venice, Italy",18:45,20:15,1h 30m
KLM,KL 929,"Madrid, Spain","Venice, Italy",08:15,09:45,1h 30m
Lufthansa,LH 376,"Madrid, Spain","Milan, Italy",20:00,21:15,1h 15m
Ryanair,FR 103,"Madrid, Spain","Milan, Italy",18:15,19:30,1h 15m
British Airways,BA 785,"Madrid, Spain","Milan, Italy",14:15,15:30,1h 15m
KLM,KL 319,"Madrid, Spain","Milan, Italy",11:00,12:15,1h 15m
British Airways,BA 771,"Madrid, Spain","Barcelona, Spain",06:45,07:45,1h 0m
Lufthansa,LH 943,"Madrid, Spain","Barcelona, Spain",12:30,13:30,1h 0m
British Airways,BA 993,"Madrid, Spain","Barcelona, Spain",15:45,16:45,1h 0m
EasyJet,U2 517,"Madrid, Spain","Barcelona, Spain",19:00,20:00,1h 0m
EasyJet,U2 802,"Madrid, Spain","Lisbon, Portugal",14:30,15:30,1h 0m
EasyJet,U2 598,"Madrid, Spain","Lisbon, Portugal",18:15,19:15,1h 0m
British Airways,BA 622,"Madrid, Spain","Lisbon, Portugal",16:15,17:15,1h 0m
Ryanair,FR 747,"Madrid, Spain","Lisbon, Portugal",10:00,11:00,1h 0m
Lufthansa,LH 906,"Madrid, Spain","Zurich, Switzerland",09:30,11:00,1h 30m
Ryanair,FR 474,"Madrid, Spain","Zurich, Switzerland",10:15,11:45,1h 30m
KLM,KL 820,"Madrid, Spain","Zurich, Switzerland",06:00,07:30,1h 30m
KLM,KL 189,"Madrid, Spain","Zurich, Switzerland",09:15,10:45,1h 30m
EasyJet,U2 189,"Madrid, Spain","Berlin, Germany",08:15,10:15,2h 0m
Lufthansa,LH 667,"Madrid, Spain","Berlin, Germany",21:45,23:45,2h 0m
Ryanair,FR 149,"Madrid, Spain","Berlin, Germany",17:30,19:30,2h 0m
Lufthansa,LH 124,"Madrid, Spain","Berlin, Germany",21:15,23:15,2h 0m
KLM,KL 656,"Madrid, Spain","Munich, Germany",22:45,00:45,2h 0m
Lufthansa,LH 991,"Madrid, Spain","Munich, Germany",21:45,23:45,2h 0m
Ryanair,FR 131,"Madrid, Spain","Munich, Germany",18:45,20:45,2h 0m
British Airways,BA 751,"Madrid, Spain","Munich, Germany",07:30,09:30,2h 0m
Lufthansa,LH 761,"Madrid, Spain","Paris, France",06:15,08:15,2h 0m
Lufthansa,LH 778,"Madrid, Spain","Paris, France",09:45,11:45,2h 0m
British Airways,BA 399,"Madrid, Spain","Paris, France",12:30,14:30,2h 0m
KLM,KL 849,"Madrid, Spain","Paris, France",12:15,14:15,2h 0m
British Airways,BA 153,"Madrid, Spain","Istanbul, Turkey",12:45,15:45,3h 0m
Lufthansa,LH 156,"Madrid, Spain","Istanbul, Turkey",08:00,11:00,3h 0m
Ryanair,FR 592,"Madrid, Spain","Istanbul, Turkey",14:45,17:45,3h 0m
Ryanair,FR 465,"Madrid, Spain","Istanbul, Turkey",16:00,19:00,3h 0m
EasyJet,U2 677,"Madrid, Spain","Athens, Greece",19:00,23:00,4h 0m
EasyJet,U2 534,"Madrid, Spain","Athens, Greece",08:00,12:00,4h 0m
British Airways,BA 188,"Madrid, Spain","Athens, Greece",18:30,22:30,4h 0m
Lufthansa,LH 268,"Madrid, Spain","Athens, Greece",17:30,21:30,4h 0m
EasyJet,U2 850,"Madrid, Spain","Oslo, Norway",13:30,17:00,3h 30m
Lufthansa,LH 359,"Madrid, Spain","Oslo, Norway",15:45,19:15,3h 30m
KLM,KL 678,"Madrid, Spain","Oslo, Norway",13:30,17:00,3h 30m
British Airways,BA 143,"Madrid, Spain","Oslo, Norway",16:00,19:30,3h 30m
British Airways,BA 627,"Madrid, Spain","Copenhagen, Denmark",10:30,14:30,4h 0m
KLM,KL 332,"Madrid, Spain","Copenhagen, Denmark",17:30,21:30,4h 0m
Lufthansa,LH 738,"Madrid, Spain","Copenhagen, Denmark",14:45,18:45,4h 0m
British Airways,BA 650,"Madrid, Spain","Copenhagen, Denmark",09:00,13:00,4h 0m
KLM,KL 524,"Madrid, Spain","Budapest, Hungary",07:30,10:30,3h 0m
KLM,KL 955,"Madrid, Spain","Budapest, Hungary",18:00,21:00,3h 0m
EasyJet,U2 969,"Madrid, Spain","Budapest, Hungary",16:15,19:15,3h 0m
EasyJet,U2 669,"Madrid, Spain","Budapest, Hungary",11:15,14:15,3h 0m
KLM,KL 872,"Madrid, Spain","Krakow, Poland",09:15,12:15,3h 0m
EasyJet,U2 673,"Madrid, Spain","Krakow, Poland",18:15,21:15,3h 0m
EasyJet,U2 933,"Madrid, Spain","Krakow, Poland",14:45,17:45,3h 0m
KLM,KL 239,"Madrid, Spain","Krakow, Poland",22:45,01:45,3h 0m
KLM,KL 992,"Madrid, Spain","Vienna, Austria",17:45,21:15,3h 30m
Lufthansa,LH 469,"Madrid, Spain","Vienna, Austria",09:30,13:00,3h 30m
Lufthansa,LH 840,"Madrid, Spain","Vienna, Austria",18:15,21:45,3h 30m
KLM,KL 884,"Madrid, Spain","Vienna, Austria",10:00,13:30,3h 30m
KLM,KL 425,"Madrid, Spain","Prague, Czech Republic",19:45,23:45,4h 0m
EasyJet,U2 372,"Madrid, Spain","Prague, Czech Republic",16:30,20:30,4h 0m
KLM,KL 446,"Madrid, Spain","Prague, Czech Republic",12:00,16:00,4h 0m
Lufthansa,LH 225,"Madrid, Spain","Prague, Czech Republic",07:00,11:00,4h 0m
KLM,KL 177,"Lisbon, Portugal","London, UK",06:30,08:00,1h 30m
British Airways,BA 603,"Lisbon, Portugal","London, UK",09:00,10:30,1h 30m
EasyJet,U2 427,"Lisbon, Portugal","London, UK",17:45,19:15,1h 30m
British Airways,BA 614,"Lisbon, Portugal","London, UK",20:00,21:30,1h 30m
Ryanair,FR 860,"Lisbon, Portugal","Edinburgh, UK",06:30,08:30,2h 0m
Lufthansa,LH 947,"Lisbon, Portugal","Edinburgh, UK",20:15,22:15,2h 0m
Ryanair,FR 483,"Lisbon, Portugal","Edinburgh, UK",06:30,08:30,2h 0m
KLM,KL 819,"Lisbon, Portugal","Edinburgh, UK",21:30,23:30,2h 0m
KLM,KL 627,"Lisbon, Portugal","Dublin, Ireland",09:15,11:15,2h 0m
KLM,KL 119,"Lisbon, Portugal","Dublin, Ireland",06:15,08:15,2h 0m
EasyJet,U2 960,"Lisbon, Portugal","Dublin, Ireland",20:45,22:45,2h 0m
Ryanair,FR 315,"Lisbon, Portugal","Dublin, Ireland",15:15,17:15,2h 0m
British Airways,BA 149,"Lisbon, Portugal","Brussels, Belgium",20:00,22:00,2h 0m
Ryanair,FR 138,"Lisbon, Portugal","Brussels, Belgium",22:30,00:30,2h 0m
Lufthansa,LH 791,"Lisbon, Portugal","Brussels, Belgium",08:00,10:00,2h 0m
Ryanair,FR 882,"Lisbon, Portugal","Brussels, Belgium",17:45,19:45,2h 0m
Ryanair,FR 153,"Lisbon, Portugal","Bruges, Belgium",19:45,21:45,2h 0m
British Airways,BA 392,"Lisbon, Portugal","Bruges, Belgium",06:00,08:00,2h 0m
EasyJet,U2 160,"Lisbon, Portugal","Bruges, Belgium",17:30,19:30,2h 0m
British Airways,BA 883,"Lisbon, Portugal","Bruges, Belgium",06:30,08:30,2h 0m
KLM,KL 434,"Lisbon, Portugal","Amsterdam, Netherlands",10:45,12:45,2h 0m
British Airways,BA 711,"Lisbon, Portugal","Amsterdam, Netherlands",20:00,22:00,2h 0m
Lufthansa,LH 673,"Lisbon, Portugal","Amsterdam, Netherlands",15:30,17:30,2h 0m
KLM,KL 774,"Lisbon, Portugal","Amsterdam, Netherlands",06:00,08:00,2h 0m
British Airways,BA 865,"Lisbon, Portugal","Rome, Italy",19:15,20:15,1h 0m
Ryanair,FR 899,"Lisbon, Portugal","Rome, Italy",13:30,14:30,1h 0m
Ryanair,FR 662,"Lisbon, Portugal","Rome, Italy",16:15,17:15,1h 0m
EasyJet,U2 314,"Lisbon, Portugal","Rome, Italy",18:45,19:45,1h 0m
British Airways,BA 762,"Lisbon, Portugal","Florence, Italy",20:15,21:45,1h 30m
Ryanair,FR 472,"Lisbon, Portugal","Florence, Italy",14:00,15:30,1h 30m
EasyJet,U2 155,"Lisbon, Portugal","Florence, Italy",07:45,09:15,1h 30m
KLM,KL 443,"Lisbon, Portugal","Florence, Italy",15:15,16:45,1h 30m
British Airways,BA 837,"Lisbon, Portugal","Venice, Italy",21:00,22:00,1h 0m
KLM,KL 725,"Lisbon, Portugal","Venice, Italy",20:00,21:00,1h 0m
EasyJet,U2 224,"Lisbon, Portugal","Venice, Italy",19:00,20:00,1h 0m
British Airways,BA 917,"Lisbon, Portugal","Venice, Italy",12:15,13:15,1h 0m
Lufthansa,LH 534,"Lisbon, Portugal","Milan, Italy",07:15,08:30,1h 15m
Ryanair,FR 297,"Lisbon, Portugal","Milan, Italy",08:00,09:15,1h 15m
Lufthansa,LH 548,"Lisbon, Portugal","Milan, Italy",09:45,11:00,1h 15m
British Airways,BA 450,"Lisbon, Portugal","Milan, Italy",10:00,11:15,1h 15m
KLM,KL 624,"Lisbon, Portugal","Barcelona, Spain",12:00,13:30,1h 30m
EasyJet,U2 286,"Lisbon, Portugal","Barcelona, Spain",13:15,14:45,1h 30m
British Airways,BA 816,"Lisbon, Portugal","Barcelona, Spain",20:00,21:30,1h 30m
British Airways,BA 136,"Lisbon, Portugal","Barcelona, Spain",15:45,17:15,1h 30m
EasyJet,U2 992,"Lisbon, Portugal","Madrid, Spain",22:30,23:30,1h 0m
EasyJet,U2 249,"Lisbon, Portugal","Madrid, Spain",17:30,18:30,1h 0m
British Airways,BA 867,"Lisbon, Portugal","Madrid, Spain",14:45,15:45,1h 0m
Lufthansa,LH 218,"Lisbon, Portugal","Madrid, Spain",14:00,15:00,1h 0m
EasyJet,U2 222,"Lisbon, Portugal","Zurich, Switzerland",20:15,21:15,1h 0m
Lufthansa,LH 786,"Lisbon, Portugal","Zurich, Switzerland",07:15,08:15,1h 0m
Lufthansa,LH 874,"Lisbon, Portugal","Zurich, Switzerland",14:45,15:45,1h 0m
British Airways,BA 866,"Lisbon, Portugal","Zurich, Switzerland",16:15,17:15,1h 0m
Lufthansa,LH 709,"Lisbon, Portugal","Berlin, Germany",16:45,18:45,2h 0m
Lufthansa,LH 857,"Lisbon, Portugal","Berlin, Germany",10:30,12:30,2h 0m
Ryanair,FR 708,"Lisbon, Portugal","Berlin, Germany",08:45,10:45,2h 0m
Lufthansa,LH 428,"Lisbon, Portugal","Berlin, Germany",11:15,13:15,2h 0m
Ryanair,FR 390,"Lisbon, Portugal","Munich, Germany",10:00,12:00,2h 0m
Lufthansa,LH 552,"Lisbon, Portugal","Munich, Germany",09:45,11:45,2h 0m
Lufthansa,LH 826,"Lisbon, Portugal","Munich, Germany",16:45,18:45,2h 0m
EasyJet,U2 658,"Lisbon, Portugal","Munich, Germany",13:15,15:15,2h 0m
Ryanair,FR 537,"Lisbon, Portugal","Paris, France",14:00,16:00,2h 0m
KLM,KL 949,"Lisbon, Portugal","Paris, France",18:15,20:15,2h 0m
KLM,KL 480,"Lisbon, Portugal","Paris, France",13:30,15:30,2h 0m
Lufthansa,LH 484,"Lisbon, Portugal","Paris, France",09:45,11:45,2h 0m
Ryanair,FR 319,"Lisbon, Portugal","Istanbul, Turkey",09:30,12:30,3h 0m
KLM,KL 787,"Lisbon, Portugal","Istanbul, Turkey",17:15,20:15,3h 0m
British Airways,BA 355,"Lisbon, Portugal","Istanbul, Turkey",16:30,19:30,3h 0m
Lufthansa,LH 852,"Lisbon, Portugal","Istanbul, Turkey",16:30,19:30,3h 0m
Lufthansa,LH 680,"Lisbon, Portugal","Athens, Greece",20:15,00:15,4h 0m
British Airways,BA 952,"Lisbon, Portugal","Athens, Greece",13:00,17:00,4h 0m
EasyJet,U2 610,"Lisbon, Portugal","Athens, Greece",21:15,01:15,4h 0m
Ryanair,FR 452,"Lisbon, Portugal","Athens, Greece",14:30,18:30,4h 0m
KLM,KL 915,"Lisbon, Portugal","Oslo, Norway",22:15,01:15,3h 0m
British Airways,BA 395,"Lisbon, Portugal","Oslo, Norway",17:30,20:30,3h 0m
Lufthansa,LH 585,"Lisbon, Portugal","Oslo, Norway",20:45,23:45,3h 0m
Lufthansa,LH 937,"Lisbon, Portugal","Oslo, Norway",08:45,11:45,3h 0m
Ryanair,FR 696,"Lisbon, Portugal","Copenhagen, Denmark",14:30,18:00,3h 30m
EasyJet,U2 224,"Lisbon, Portugal","Copenhagen, Denmark",06:15,09:45,3h 30m
Lufthansa,LH 988,"Lisbon, Portugal","Copenhagen, Denmark",14:45,18:15,3h 30m
EasyJet,U2 657,"Lisbon, Portugal","Copenhagen, Denmark",10:00,13:30,3h 30m
Ryanair,FR 350,"Lisbon, Portugal","Budapest, Hungary",06:00,09:00,3h 0m
British Airways,BA 953,"Lisbon, Portugal","Budapest, Hungary",12:15,15:15,3h 0m
KLM,KL 628,"Lisbon, Portugal","Budapest, Hungary",06:15,09:15,3h 0m
British Airways,BA 704,"Lisbon, Portugal","Budapest, Hungary",06:00,09:00,3h 0m
British Airways,BA 847,"Lisbon, Portugal","Krakow, Poland",09:30,13:00,3h 30m
EasyJet,U2 714,"Lisbon, Portugal","Krakow, Poland",10:30,14:00,3h 30m
Lufthansa,LH 925,"Lisbon, Portugal","Krakow, Poland",12:45,16:15,3h 30m
EasyJet,U2 386,"Lisbon, Portugal","Krakow, Poland",16:30,20:00,3h 30m
EasyJet,U2 399,"Lisbon, Portugal","Vienna, Austria",15:45,19:45,4h 0m
Lufthansa,LH 584,"Lisbon, Portugal","Vienna, Austria",15:00,19:00,4h 0m
Ryanair,FR 619,"Lisbon, Portugal","Vienna, Austria",13:30,17:30,4h 0m
Ryanair,FR 742,"Lisbon, Portugal","Vienna, Austria",12:30,16:30,4h 0m
Lufthansa,LH 170,"Lisbon, Portugal","Prague, Czech Republic",07:45,10:45,3h 0m
British Airways,BA 273,"Lisbon, Portugal","Prague, Czech Republic",07:30,10:30,3h 0m
Lufthansa,LH 384,"Lisbon, Portugal","Prague, Czech Republic",07:00,10:00,3h 0m
Lufthansa,LH 559,"Lisbon, Portugal","Prague, Czech Republic",15:30,18:30,3h 0m
Lufthansa,LH 146,"Zurich, Switzerland","London, UK",10:15,11:45,1h 30m
Ryanair,FR 844,"Zurich, Switzerland","London, UK",18:00,19:30,1h 30m
EasyJet,U2 201,"Zurich, Switzerland","London, UK",21:30,23:00,1h 30m
British Airways,BA 914,"Zurich, Switzerland","London, UK",17:00,18:30,1h 30m
EasyJet,U2 127,"Zurich, Switzerland","Edinburgh, UK",14:45,16:45,2h 0m
Ryanair,FR 637,"Zurich, Switzerland","Edinburgh, UK",20:00,22:00,2h 0m
KLM,KL 288,"Zurich, Switzerland","Edinburgh, UK",17:30,19:30,2h 0m
British Airways,BA 521,"Zurich, Switzerland","Edinburgh, UK",12:00,14:00,2h 0m
British Airways,BA 523,"Zurich, Switzerland","Dublin, Ireland",13:30,15:30,2h 0m
Lufthansa,LH 581,"Zurich, Switzerland","Dublin, Ireland",17:30,19:30,2h 0m
Ryanair,FR 225,"Zurich, Switzerland","Dublin, Ireland",06:30,08:30,2h 0m
Lufthansa,LH 115,"Zurich, Switzerland","Dublin, Ireland",12:00,14:00,2h 0m
Ryanair,FR 128,"Zurich, Switzerland","Brussels, Belgium",07:15,09:15,2h 0m
EasyJet,U2 314,"Zurich, Switzerland","Brussels, Belgium",07:00,09:00,2h 0m
